class,path,height,width,channels,mean_intensity,std_intensity
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1061.jpeg,768,768,3,158.72898977774162,56.35269730805829
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1062.jpeg,768,768,3,197.598799528899,49.54370958016549
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1063.jpeg,768,768,3,159.72385604293257,57.63707607075126
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1064.jpeg,768,768,3,183.20290233470774,48.556202755756665
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1065.jpeg,768,768,3,182.4324696858724,48.67328700146191
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1066.jpeg,768,768,3,167.94522942437067,58.85380880828196
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1067.jpeg,768,768,3,166.17180605287905,59.76016028337155
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1068.jpeg,768,768,3,178.59920247395834,60.0044657629785
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1069.jpeg,768,768,3,167.04086247196904,62.17537856769742
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca107.jpeg,768,768,3,178.52456325954861,49.54787976196478
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1070.jpeg,768,768,3,160.57227184154368,57.27780273216644
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1071.jpeg,768,768,3,181.6615719265408,54.434873237383854
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1072.jpeg,768,768,3,160.82827024106626,61.77309208140233
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1073.jpeg,768,768,3,170.4302204273365,56.12340260172434
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1074.jpeg,768,768,3,188.48524022985387,52.62330882873178
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1075.jpeg,768,768,3,194.40141861527056,53.944935596205326
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1076.jpeg,768,768,3,168.06038750542535,52.56634243404947
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1077.jpeg,768,768,3,144.8645132559317,68.48464272424152
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1078.jpeg,768,768,3,180.81395975748697,60.96560695246746
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1079.jpeg,768,768,3,174.07226166901765,55.54573438476513
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca108.jpeg,768,768,3,163.10558008264613,58.57821559325956
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1080.jpeg,768,768,3,190.64663639775029,49.33002920455884
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1081.jpeg,768,768,3,177.59109384042245,55.37407188006312
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1082.jpeg,768,768,3,190.82468273021556,47.725285741273645
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1083.jpeg,768,768,3,183.6630780255353,50.68599977830504
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1084.jpeg,768,768,3,191.81915000632958,52.318226038923605
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1085.jpeg,768,768,3,177.83868690773292,53.76678976287936
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1086.jpeg,768,768,3,173.7261962890625,56.686822113604464
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1087.jpeg,768,768,3,178.6166376184534,52.22328839043036
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1088.jpeg,768,768,3,185.26165093315973,46.073931462851576
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1089.jpeg,768,768,3,207.37743631998697,41.37125294817447
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca109.jpeg,768,768,3,162.65978947392216,58.1415711433308
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1090.jpeg,768,768,3,203.24776543511285,46.44367980022088
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1091.jpeg,768,768,3,168.6619127061632,56.51934915246948
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1092.jpeg,768,768,3,187.5362724021629,45.603861182709345
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1093.jpeg,768,768,3,187.32042835376882,45.939624470394065
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1094.jpeg,768,768,3,188.4292246500651,55.29971408714671
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1095.jpeg,768,768,3,174.59079714174624,57.82118139086263
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1096.jpeg,768,768,3,189.3738521999783,50.198230105969905
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1097.jpeg,768,768,3,166.88338894314236,61.852387343150994
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1098.jpeg,768,768,3,165.70251973470053,57.91115768881037
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1099.jpeg,768,768,3,159.94753915292245,51.725892520941954
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca11.jpeg,768,768,3,177.34750987865306,51.693180164461005
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca110.jpeg,768,768,3,207.38261357060185,41.67157609579323
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1100.jpeg,768,768,3,163.98359623661747,61.1108880574066
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1101.jpeg,768,768,3,184.02761840820312,51.55451965180161
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1102.jpeg,768,768,3,174.85677704987702,61.41264346026824
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1103.jpeg,768,768,3,175.80946180555554,61.01204471998101
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1104.jpeg,768,768,3,157.74058871799045,53.181423071492965
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1105.jpeg,768,768,3,159.81667017053675,66.47952166532045
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1106.jpeg,768,768,3,160.9765800193504,58.929951305462104
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1107.jpeg,768,768,3,182.45700977466726,49.598582823215374
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1108.jpeg,768,768,3,159.13158162434897,64.77743305611311
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1109.jpeg,768,768,3,201.21497599283853,39.10890421099707
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca111.jpeg,768,768,3,165.58969116210938,59.60852856148648
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1110.jpeg,768,768,3,161.43229788321037,57.12679313364771
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1111.jpeg,768,768,3,179.58544413248697,50.572838217628004
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1112.jpeg,768,768,3,182.9107174343533,48.42748528975007
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1113.jpeg,768,768,3,168.0829902931496,58.7518821515027
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1114.jpeg,768,768,3,163.58349835431133,59.845772120164455
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1115.jpeg,768,768,3,174.58748202853732,52.703224971508455
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1116.jpeg,768,768,3,181.03220452202692,55.24705111531251
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1117.jpeg,768,768,3,184.27487521701389,53.045260512976306
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1118.jpeg,768,768,3,182.26866658528647,53.80353936780758
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1119.jpeg,768,768,3,163.74354666250724,60.89448827508799
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca112.jpeg,768,768,3,185.8460410789207,51.14266283002946
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1120.jpeg,768,768,3,182.77849437572337,53.071872345273654
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1121.jpeg,768,768,3,163.17162690339265,64.50971587846585
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1122.jpeg,768,768,3,177.41730979636864,52.98720611477053
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1123.jpeg,768,768,3,156.039387455693,63.527072344799286
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1124.jpeg,768,768,3,174.61938872160735,56.348820242484855
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1125.jpeg,768,768,3,179.63221740722656,54.5268734557388
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1126.jpeg,768,768,3,171.73128933376736,56.47523650789461
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1127.jpeg,768,768,3,170.48687913682727,60.877235488747196
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1128.jpeg,768,768,3,185.42603047688803,44.260196053744316
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1129.jpeg,768,768,3,164.81286395037617,58.63040932321381
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca113.jpeg,768,768,3,186.37462757251882,48.38605431306996
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1130.jpeg,768,768,3,167.27009978117766,57.00512507752084
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1131.jpeg,768,768,3,198.19174646448207,41.14539864632587
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1132.jpeg,768,768,3,168.9034457736545,59.14033859883607
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1133.jpeg,768,768,3,184.33752610948352,58.62555545871218
